id,name,phone,email,company,status,disposition,summary,called_at_iso,log_id
16772,Amoolya Systems Technologies,+919980199974,murali@amoolyasystems.com,Amoolya Systems Technologies,completed,Answered,"The sales agent introduced herself and the company, but the transcript ends before the lead provided any response.",2026-05-07T08:19:43.799156Z,
16773,Smart Branding Solutions,+919381784215,info@smartbranding.top,Smart Branding Solutions,completed,Answered,"The call transcript only includes the sales agent's opening line, introducing themselves and asking for a minute of the prospect's time, with no response recorded.",2026-05-07T08:17:55.161512Z,
16774,Shweta Computers Inc,+919347790649,info@shwetacomputers.com,Shweta Computers Inc,completed,Answered,"The call initiated with an introduction from Radhika of Procucev, Bangalore, who then asked if the prospect had a quick minute to talk.",2026-05-07T08:17:23.934941Z,
16775,Direct HP,+919167986287,hplulu.bng@it-world.in,Direct HP,completed,Answered,"The sales agent reached a local branch of Lulu Mall, but the employee was unable to provide a contact email or identify the decision-maker, redirecting the agent to their Chennai head office.",2026-05-07T08:15:16.267097Z,
16776,Globrands Lifestyle Pvt Ltd,+919900026647,enquiry@globrandslifestyle.com,Globrands Lifestyle Pvt Ltd,completed,Answered,"The sales assistant introduced herself and requested a minute of the prospect's time, but the interaction ended before the prospect could respond.",2026-05-07T08:13:43.657433Z,
16777,CustomWish Corporate Gifts,+919886888572,contact@thecustomwish.com,CustomWish Corporate Gifts,completed,Answered,"The call initiated with an introduction from Radhika of Procucev, Bangalore, and a request for a minute of the prospect's time. No further conversation or outcome is available.",2026-05-07T08:13:26.439980Z,
16778,Edream,+919663377073,contact@edream.co.in,Edream,completed,Answered,"The call was extremely brief, only confirming the user's email address. The sales agent did not proceed with any sales pitch or lead generation attempt.",2026-05-07T08:11:32.887371Z,
16779,B M Traders,+919886081173,Bmtraders05@gmail.com,B M Traders,completed,Answered,"The call is extremely brief, with the sales assistant only introducing herself and asking if the recipient has a minute. There is no interaction from the prospect yet.",2026-05-07T08:11:07.674700Z,
16780,LAPTOP STORE INDIA,+919500156666,asusstoremarathahalli@laptopstoreindia.com,LAPTOP STORE INDIA,completed,Answered,"The call was a brief initial outreach where the sales agent introduced themselves and asked if the recipient had a minute, with no further interaction recorded.",2026-05-07T08:10:46.428701Z,
16781,Lenovo India Pvt Ltd,+919739923854,arao4@lenovo.com,Lenovo India Pvt Ltd,completed,Answered,"The call was extremely brief, ending shortly after the assistant's introduction due to a confusing and possibly irrelevant response from the user. No meaningful conversation or sales pitch occurred.",2026-05-07T08:09:05.653354Z,
16782,EXPERT ENTERPRISES,+919826609826,expertenterprises003@gmail.com,EXPERT ENTERPRISES,completed,Answered,The call has just started with the agent introducing herself and asking for the prospect's availability. No interaction from the prospect has occurred yet.,2026-05-07T08:08:38.428173Z,
16783,FUTURE RAY TECHNO SOLUTIONS,+917259676627,info@frtnsolutions.in,FUTURE RAY TECHNO SOLUTIONS,completed,Answered,"The call initiated with the sales agent introducing themselves and asking for the prospect's availability, but no substantive conversation occurred.",2026-05-07T08:06:04.491037Z,
16784,Silitech Computers,+919874035831,silitech@gmail.com,Silitech Computers,completed,Answered,The sales agent initiated the call with an introduction but the transcript ends before the lead's response or any further interaction.,2026-05-07T08:04:15.803354Z,
16785,Aster Infosystems,+919663371804,asterinfosystems@gmail.com,Aster Infosystems,completed,Answered,The sales agent initiated a call and introduced themselves but the transcript ends before the prospect provides any response.,2026-05-07T08:02:43.232295Z,
16786,Arcamax Computer Systems (P) Ltd,+919880442365,vinod@arcamaxindia.com,Arcamax Computer Systems (P) Ltd,completed,Answered,The agent introduced herself and the company but the transcript ends before the prospect could respond or a conversation could occur.,2026-05-07T08:02:16.022339Z,
16787,Netsoft Systems & Networks,+919845130939,sales@netsoftindia.co.in,Netsoft Systems & Networks,completed,Answered,"The sales agent successfully initiated the call and delivered the opening hook, but the transcript ends before the prospect's response.",2026-05-07T08:01:24.677904Z,
16788,Microtouch Infotech Pvt Ltd,+919448066586,info@microtouch.co.in,Microtouch Infotech Pvt Ltd,completed,Answered,"The sales agent initiated the call with an introduction and asked for the lead's time, but the transcript ends before any interaction occurs.",2026-05-07T08:00:55.424655Z,
16789,Zebronics India Private Limited,+919331386745,itsales.support1@zebronics.com,Zebronics India Private Limited,completed,Answered,"The sales agent introduced herself and asked for the lead's time, but the transcript ends before any interaction occurred.",2026-05-07T08:00:34.196976Z,
16790,Kothari Electro World,+917892898221,kotharielectroworld@yahoo.com,Kothari Electro World,completed,Answered,"The agent initiated contact and verified a phone number with the user, but the conversation was fragmented and lacked a professional sales pitch.",2026-05-07T07:59:08.621221Z,
16791,System Needs,+919845543444,support@systemneeds.in,System Needs,completed,Answered,"The call began with an introduction from the agent and a request for the prospect's time, but no further interaction or outcome was reached within the transcript provided.",2026-05-07T07:58:47.416331Z,
16792,Apar Systems & Peripherals,+919393461436,kushal.desai@apar.com,Apar Systems & Peripherals,completed,Answered,"The call initiated with an introduction from the sales agent. The user acknowledged the agent and indicated willingness to speak, but the conversation was cut short before any substance could be discussed.",2026-05-07T07:58:10.086992Z,
16793,K. S. Reddy's Enterprises,+919986015112,www.mishop.in@gmail.com,K. S. Reddy's Enterprises,completed,Answered,"The call began with an introduction from Radhika of Procucev, Bangalore, and a request for a minute of the recipient's time.",2026-05-07T07:57:42.840742Z,
16916,United Systems & Networks,+919246595940,usnetw@yahoo.com,United Systems & Networks,completed,Call Later,"The sales agent initiated a call, but the user was not at their system and requested a callback later. The user asked to be called back in one hour.",2026-05-07T07:56:25.267765Z,
16794,GADGETOLOGY NETWORK PRIVATE LIMITED,+917899402171,support@gadgetology.in,GADGETOLOGY NETWORK PRIVATE LIMITED,completed,Answered,The call has just initiated with the agent introducing themselves and asking for the prospect's time.,2026-05-07T07:55:39.934656Z,
16795,TenX Services Private Limited,+919916949898,sales@tenxworld.com,TenX Services Private Limited,completed,Answered,The call has just begun with the sales agent introducing themselves and asking if the recipient has a minute. No interaction beyond the initial greeting has occurred.,2026-05-07T07:54:05.149168Z,
16796,Square network solutions Pvt Ltd,+919840987432,sales@squarenet.in,Square network solutions Pvt Ltd,completed,Answered,"The sales agent initiated the call with an introduction and a request for the prospect's time. The call is in its very early stages, with no interaction yet from the prospect.",2026-05-07T07:53:19.825730Z,
16797,Orchids Network & Systems (I) Private Limited,+919880799977,sales@onsipl.com,Orchids Network & Systems (I) Private Limited,completed,Answered,"The call was extremely brief and ended in a complete communication breakdown, with no progress made towards a sales conversation.",2026-05-07T07:52:08.340299Z,
16798,Prodigy Computers and Laptops Pvt Lt,+919985356363,prodigyhyderabad@gmail.com,Prodigy Computers and Laptops Pvt Lt,completed,Answered,"The call was extremely brief, with the agent introducing herself before asking an unclear question ('ID?'). No actual conversation or lead qualification occurred.",2026-05-07T07:50:28.846606Z,
16799,Amoolya Systems Technologies,+919980199974,murali@amoolyasystems.com,Amoolya Systems Technologies,completed,Answered,"The call is an initial introduction from Radhika of Procucev, Bangalore, asking if the recipient has a minute.",2026-05-07T07:48:52.114636Z,
16800,Shweta Computers Inc,+919347790649,info@shwetacomputers.com,Shweta Computers Inc,completed,Answered,The call began with the sales agent introducing themselves and asking for a minute of the prospect's time.,2026-05-07T07:45:50.111553Z,
16801,Globrands Lifestyle Pvt Ltd,+919900026647,enquiry@globrandslifestyle.com,Globrands Lifestyle Pvt Ltd,completed,Answered,The call has just begun with the sales agent introducing themselves and asking for a minute of the prospect's time. No further conversation or outcome has been established.,2026-05-07T07:41:17.709447Z,
16802,CustomWish Corporate Gifts,+919886888572,contact@thecustomwish.com,CustomWish Corporate Gifts,completed,Answered,"The call begins with an introduction from the sales assistant, Radhika, who asks if the prospect has a minute to talk.",2026-05-07T07:40:46.455254Z,
16803,LAPTOP STORE INDIA,+919500156666,asusstoremarathahalli@laptopstoreindia.com,LAPTOP STORE INDIA,completed,Answered,"The sales agent introduced herself and her company, then asked if the prospect had a minute. The call is in its initial stages, with no actual conversation yet.",2026-05-07T07:37:01.443870Z,
16804,MetaCore Technologies,+916363677246,arjun@metacoretechnologies.in,MetaCore Technologies,completed,Answered,The call was extremely brief and ended abruptly after the assistant's premature request for an email address. No meaningful conversation or qualification occurred.,2026-05-07T07:35:50.007839Z,
16805,Achme Communication,+919842235515,sales1@achmecommunication.com,Achme Communication,completed,Answered,"The call was brief and largely ineffective due to significant communication breakdown from the sales assistant. No clear pitch was delivered, and the conversation ended abruptly after the user provided their email ID.",2026-05-07T07:33:09.041268Z,
16806,TenX Services Private Limited,+919916949898,sales@tenxworld.com,TenX Services Private Limited,completed,Answered,This is the very beginning of a cold call where the assistant introduces herself and asks for a minute of the prospect's time. No substantive conversation or outcome has occurred yet.,2026-05-07T07:31:22.303965Z,
16807,Square network solutions Pvt Ltd,+919840987432,sales@squarenet.in,Square network solutions Pvt Ltd,completed,Answered,"The call initiated with the sales agent's introduction and a request for time, but the transcript ends without any prospect response or further interaction.",2026-05-07T07:30:40.988744Z,
16808,Kashyap Infotech,+919842873554,sales@massrack.in,Kashyap Infotech,completed,Answered,"The call had a very brief exchange where the assistant introduced herself, but no actual conversation or lead qualification occurred.",2026-05-07T07:28:26.226793Z,
16809,Synergy Systems & Pheripherals,+919841746593,nfo1@synergysystem.in,Synergy Systems & Pheripherals,completed,Answered,"The call began with an introduction from Radhika, but the prospect's response or availability was not captured, making it an incomplete interaction.",2026-05-07T07:24:26.178644Z,
16810,Super Enterprises,+917358113370,marketing@esuper.in,Super Enterprises,completed,Answered,"The call is a very brief opening, with the assistant introducing themselves and asking if the prospect has a minute. No actual sales conversation or prospect engagement has occurred yet.",2026-05-07T07:22:50.897156Z,
16811,GBS Systems & Services (P) Ltd,+919600375222,manivannanvembu@gbssystems.com,GBS Systems & Services (P) Ltd,completed,Answered,"The call is an initial greeting from the sales assistant, Radhika, introducing herself and her company, Procucev, and asking if the recipient has a minute. No actual sales conversation or prospect interaction has occurred yet.",2026-05-07T07:22:25.687494Z,
16917,Hi-Tech Systems & Services Ltd,+919751209884,info@hitechsystemss.com,Hi-Tech Systems & Services Ltd,completed,Busy,The call was extremely brief and ended abruptly before any meaningful conversation or sales pitch could occur. The user's intent and availability were unclear.,2026-05-07T07:20:51.098115Z,
16812,GBS Infoo Systems,+919941054646,info@gbssystems.com,GBS Infoo Systems,completed,Answered,"The call has just begun with an introduction from Radhika of Procucev, Bangalore, asking if the prospect has a minute.",2026-05-07T07:20:31.884710Z,
16813,Direct HP,+919167986287,hplulu.bng@it-world.in,Direct HP,completed,Answered,The sales assistant reached an automated IVR system and was unable to connect with a person. The call concluded without any meaningful interaction.,2026-05-07T07:18:55.106527Z,
16814,Supreme Computer India Pvt Ltd,+919500017188,esupport@supremeindia.com,Supreme Computer India Pvt Ltd,completed,Answered,"The sales agent initiated the call with an introduction and asked for a minute of the prospect's time, but the interaction is still at the very beginning.",2026-05-07T07:14:00.205540Z,
16815,Stylerz Gifts Inc,+919500117865,designerstylerz@gmail.com,Stylerz Gifts Inc,completed,Answered,"The call was an initial contact attempt that only included an introduction and a question to the prospect, but the transcript ends before any response is given.",2026-05-07T07:12:09.545671Z,
16816,Sri Vinayaga Bag Industries,+919840278198,d.vinayagam@yahoo.co.in,Sri Vinayaga Bag Industries,completed,Answered,"The sales agent introduced herself and her company, but the transcript ends before any meaningful interaction or response from the lead.",2026-05-07T07:11:42.328382Z,
16817,CustomWish Corporate Gifts,+919886888572,contact@thecustomwish.com,CustomWish Corporate Gifts,completed,Answered,"The agent introduced themselves, but the call ended abruptly after an unclear and brief exchange with the lead.",2026-05-07T07:09:45.473246Z,
16818,LAPTOP STORE INDIA,+919500156666,asusstoremarathahalli@laptopstoreindia.com,LAPTOP STORE INDIA,completed,Answered,"The call is an initial outreach from Radhika at Procucev, attempting to ascertain if the recipient has time to talk.",2026-05-07T07:07:11.361378Z,
16819,MetaCore Technologies,+916363677246,arjun@metacoretechnologies.in,MetaCore Technologies,completed,Answered,The call has just initiated with the sales assistant introducing herself and asking the prospect if they have a minute. No actual conversation or outcome has occurred yet.,2026-05-07T07:06:17.889971Z,
16820,Agni Electronics,+917402253377,accounts@agnielectronics.co.in,Agni Electronics,completed,Answered,"The call has just started with an introduction from Radhika of Procucev, Bangalore, asking if the recipient has a minute.",2026-05-07T07:04:37.226506Z,
16821,ABM ASSOCIATES,+917353698596,abm017associates@gmail.com,ABM ASSOCIATES,completed,Answered,The call has just begun with the assistant introducing herself and asking for the prospect's availability.,2026-05-07T07:04:10.008678Z,
16822,Technogreen Airconditioning Pvt Ltd,+919538867796,salestg@technogreenindia.in,Technogreen Airconditioning Pvt Ltd,completed,Answered,The sales agent has initiated the call with an introduction and a time-check question.,2026-05-07T07:03:07.478269Z,
16823,CNC Associates,+919902070764,cncassociates@gmail.com,CNC Associates,completed,Answered,The call has just begun with the sales assistant introducing herself and asking for a minute of the prospect's time.,2026-05-07T07:02:28.309255Z,
16918,SECUNDERABAD REFRIGERATION & ELECTRICALS,+919866470590,refrigeration@gmail.com,SECUNDERABAD REFRIGERATION & ELECTRICALS,completed,Busy,The call was unsuccessful as the user was distracted with a manual task and provided incoherent responses before the agent ended the call.,2026-05-07T07:00:09.172428Z,
16824,Loyola Industrial Training Institute,+918147027450,office.liti@gmail.com,Loyola Industrial Training Institute,completed,Answered,"The call is an initial outreach where the agent introduced themselves and asked if the prospect had a minute, but there was no further interaction recorded.",2026-05-07T06:58:26.391825Z,
16825,Terra Cool Solutions,+919880417067,sales@terracoolsolutions.in,Terra Cool Solutions,completed,Answered,The call was very brief and ended immediately after the user provided an unclear and seemingly unrelated response. No sales progress was made.,2026-05-07T06:57:51.138158Z,
16826,Peak Systems Refrigeration Pvt Ltd,+919995488111,customer.support@peaksystems.in,Peak Systems Refrigeration Pvt Ltd,completed,Answered,The call initiated with an introduction from the agent and a request for a minute of the prospect's time. No actual conversation or outcome has occurred yet.,2026-05-07T06:56:08.396180Z,
16827,Cool & Comfort Air Conditioning Engineers,+919885522216,coolandcomfort.vja@gmail.com,Cool & Comfort Air Conditioning Engineers,completed,Answered,"The call experienced a severe communication breakdown from the outset, with the user's responses becoming increasingly nonsensical in the context of the sales pitch, leading to a complete failure to engage or progress.",2026-05-07T06:54:46.874517Z,
16828,STRATPRO HVACR AND BUILDING SOLUTIONS PVT LIMITED,+919663961123,srihari@stratprosolutions.com,STRATPRO HVACR AND BUILDING SOLUTIONS PVT LIMITED,completed,Answered,"The sales agent, Radhika from Procucev, Bangalore, has just initiated the call, introducing herself and asking the prospect if they have a minute. No response from the prospect is yet recorded.",2026-05-07T06:53:16.276393Z,
16829,APEX HVAC ENGINEERS,+919141882774,service@apexhvacengineers.com,APEX HVAC ENGINEERS,completed,Answered,"The call was extremely brief, with the assistant only managing to introduce herself and ask about the user's availability before the conversation stalled.",2026-05-07T06:52:47.015337Z,
16830,Ind Air Con Engineers Pvt Ltd,+919880011011,sathya@indaircon.com,Ind Air Con Engineers Pvt Ltd,completed,Answered,"The call transcript is only the opening line from the sales assistant, asking if the prospect has a minute. No actual conversation or outcome has occurred yet.",2026-05-07T06:52:05.687434Z,
16831,Peace HVAC Engineers,+919743388877,peacehvac@gmail.com,Peace HVAC Engineers,completed,Answered,"The call began with an introduction from Radhika of Procucev, Bangalore, and a request for a minute of the recipient's time. No further interaction or outcome is available from the transcript.",2026-05-07T06:51:32.252584Z,
16832,SN HomeCreations interiors,+919731597343,mohammed@snhomecreations.in,SN HomeCreations interiors,completed,Answered,The call initiated with the sales agent introducing herself and asking the prospect for a moment of their time. The interaction did not progress beyond this initial query.,2026-05-07T06:47:55.220954Z,
16833,Panasonic Brand Store Rds & Co,+918291095721,modernworld.ap@gmail.com,Panasonic Brand Store Rds & Co,completed,Answered,"The call was very brief and unproductive. The assistant introduced herself, but the user responded with what sounded like an automated message, leading to confusion and no sales interaction.",2026-05-07T06:46:15.634661Z,
16834,Maruthi Aircon Engineers,+919845168316,mae_maruthi@yahoo.com,Maruthi Aircon Engineers,completed,Answered,"The call began with the sales agent introducing themselves and asking if the prospect had a minute, but there was no further interaction or outcome.",2026-05-07T06:44:54.157723Z,
16835,INDOMINE HYDRAULICS,+919949243077,indominehydraulics@gmail.com,INDOMINE HYDRAULICS,completed,Answered,"The call transcript is very short, only capturing the sales agent's initial greeting and request for a minute of the prospect's time. No actual sales conversation or outcome was reached.",2026-05-07T06:40:15.871560Z,
16836,Flovel Enterprises,+919493985108,flovelnicotra@gmail.com,Flovel Enterprises,completed,Answered,The call has just begun with an introduction and a request for a minute of time. No interaction or qualification has occurred yet.,2026-05-07T06:36:50.892734Z,
16235,CUBE HVAC TECH,+916364049966,cubehvactech@gmail.com,CUBE HVAC TECH,completed,Interested,The agent successfully engaged the prospect and obtained their email address for further communication.,2026-05-07T06:28:31.448546Z,
16837,Air Blow Systems,+919448080475,corporate@airblow.in,Air Blow Systems,completed,Answered,The call has just begun with the sales agent introducing herself and asking for a minute of the prospect's time.,2026-05-07T06:27:56.124195Z,
16838,Werner Finley Pvt Ltd.,+919379758370,ayyarsigamani.m@wernerfinley.com,Werner Finley Pvt Ltd.,completed,Answered,"The call was very brief and unproductive due to apparent communication issues, ending without any meaningful engagement or discussion about the product/service.",2026-05-07T06:25:28.490073Z,
16839,Airtech Engg,+919880494279,airtechengg@gmail.com,Airtech Engg,completed,Answered,"The call suffered from severe audio issues and communication breakdowns, preventing any meaningful conversation or lead engagement. The prospect's identity and intent remain unclear.",2026-05-07T06:23:18.668936Z,
16840,Premier Lighting Industries,+919845180661,premier_light@yahoo.com,Premier Lighting Industries,completed,Answered,The call is an initial outreach where the sales assistant introduces themselves and asks if the prospect has a minute to talk. No further interaction or outcome is recorded yet.,2026-05-07T06:20:31.683845Z,
16841,Semikart,+919113999367,orders@semikart.com,Semikart,completed,Answered,The call just started with the sales agent introducing herself and asking if the contact has a minute. No actual conversation or outcome has occurred yet.,2026-05-07T06:17:24.681583Z,
16842,Lalith Lamp & Shades,+919980667730,lalithlamp@gmail.com,Lalith Lamp & Shades,completed,Answered,The call consisted solely of the sales assistant's opening greeting. There was no further interaction or response from the potential lead.,2026-05-07T06:09:08.929990Z,
16843,Vaishnavi Enterprises,+919342541594,info@vaishnavipowers.com,Vaishnavi Enterprises,completed,Answered,"The call begins with the assistant introducing themselves and asking for a minute of the prospect's time, but the transcript ends before any prospect interaction or outcome.",2026-05-07T06:08:27.575041Z,
16844,S V Marketing India Pvt Ltd,+919945577776,info@svmarketingindia.com,S V Marketing India Pvt Ltd,completed,Answered,The call is an initial outreach where the sales agent introduces themselves and asks for a minute of the prospect's time. No actual conversation or sales pitch has occurred yet.,2026-05-07T06:06:52.069065Z,
16845,Ganesh Electrical Industrial,+918452815174,ganeshelectricalindustrail@gmail.com,Ganesh Electrical Industrial,completed,Answered,The call has just begun with the sales assistant introducing herself and asking if the prospect has a minute. No interaction from the prospect has occurred yet.,2026-05-07T05:59:15.978440Z,
16846,Canara Decor,+919845173865,canarafurnitures@gmail.com,Canara Decor,completed,Answered,"The call transcript only captures the sales agent's opening introduction and a request for a minute of the prospect's time, with no further interaction or stated outcome.",2026-05-07T05:53:37.109358Z,
16847,Ohmstronics Lighting Solutions,+919600008824,SALES@OHMSTRONICSLIGHTING.COM,Ohmstronics Lighting Solutions,completed,Answered,"The call begins with the agent introducing herself and asking if the prospect has a minute, but the transcript ends there without any further interaction.",2026-05-07T05:48:30.517890Z,
16848,PRR Lights,+919791142442,prrlights@gmail.com,PRR Lights,completed,Answered,"The call initiated with an introduction from Radhika of Procucev, Bangalore, and a request for a minute of the recipient's time. The conversation ended before any substance could be discussed.",2026-05-07T05:45:20.793335Z,
16849,Mokshitha Enterprises,+919677200055,MOKSHIIMPEXCO@GMAIL.COM,Mokshitha Enterprises,completed,Answered,"The call transcript provided only covers the agent's initial introduction and opening question. There is no response from the prospect yet, so no actual conversation or outcome has occurred.",2026-05-07T05:43:55.353983Z,
16850,Luxstar Industries,+919978814177,info@luxstar.in,Luxstar Industries,completed,Answered,"The call began with an introduction from Radhika of Procucev, Bangalore, followed by a request for a minute of the prospect's time. No further conversation or engagement occurred.",2026-05-07T05:37:43.314515Z,
16851,TARA TRADERS,+919841153019,balachandar53019@gmail.com,TARA TRADERS,completed,Answered,"The call has just begun with the sales agent introducing themselves and asking if the prospect has a minute, with no response from the prospect yet.",2026-05-07T05:31:56.617705Z,
16919,J P Electronic Devices (India) (P) Ltd,+917949104600,sales@jpedindia.com,J P Electronic Devices (India) (P) Ltd,completed,Busy,The sales agent was unable to connect with the user due to being stuck in an automated language selection loop (IVR). No actual conversation or lead generation occurred.,2026-05-07T05:30:41.147548Z,
16852,Mahaveer Electricals,+918792601704,info@mahaveerelectricals.com,Mahaveer Electricals,completed,Answered,"The sales agent, Radhika from Procucev, initiated the call by introducing herself and her company, then asked the prospect if they had a quick minute to speak.",2026-05-07T05:25:16.376096Z,
16236,Shiyal Electricals,+918549999979,shiyalelec@yahoo.co.in,Shiyal Electricals,completed,Interested,"The call was extremely brief, primarily focused on confirming the user's email address. No product or service information was conveyed, and the user explicitly requested email communication for follow-up.",2026-05-07T05:22:36.541756Z,
16853,Navin Electricals & Plumbing Wholesale,+919448393061,laxmansingh15500@gmail.com,Navin Electricals & Plumbing Wholesale,completed,Answered,"The call began with an introduction from Radhika of Procucev, Bangalore, but no further conversation or lead interaction occurred.",2026-05-07T05:21:17.117110Z,
16854,Ferrari Eastern Fans India Pvt Ltd,+919845071018,fefiblr@fefi.in,Ferrari Eastern Fans India Pvt Ltd,completed,Answered,"The call is an initial greeting from Radhika of Procucev, Bangalore, asking if the prospect has a minute.",2026-05-07T05:19:33.432086Z,
16855,Z AIRCON ENTERPRISES,+918454003371,zairconenterprises@gmail.com,Z AIRCON ENTERPRISES,completed,Answered,The call has just begun with the sales agent introducing herself and asking for the prospect's availability to speak.,2026-05-07T05:18:22.090543Z,
16856,United Industries,+919448271145,umashankar@unitedindustriesindia.com,United Industries,completed,Answered,"The call was very brief, consisting only of the agent's introduction and a request for a minute of the prospect's time. No actual conversation or engagement occurred.",2026-05-07T05:14:43.026589Z,
16857,PHOENIX FANS PVT. LTD,+919850810809,tushar@phoenixfansindia.com,PHOENIX FANS PVT. LTD,completed,Answered,The call has just begun with the assistant introducing herself and asking for a minute of the contact's time.,2026-05-07T05:13:27.638358Z,
16858,Sri Venkateshwara Air Systems,+919980233521,svairsystem@gmail.com,Sri Venkateshwara Air Systems,completed,Answered,"The call has just begun with the sales agent introducing herself and her company, then asking if the recipient has a minute.",2026-05-07T05:10:42.764680Z,
16859,Panasonic Life Solutions India Pvt. Ltd,+918657944515,solar@in.panasonic.com,Panasonic Life Solutions India Pvt. Ltd,completed,Answered,The call has just begun with the sales agent introducing themselves and asking if the prospect has a minute. No interaction or outcome has occurred yet.,2026-05-07T05:09:07.208667Z,
16860,Shricap Electronics,+919373901275,shricapelectronics@gmail.com,Shricap Electronics,completed,Answered,The call began with the sales assistant introducing herself and asking if the prospect had time to speak. No interaction from the prospect is recorded in this snippet.,2026-05-07T05:05:42.229343Z,
16861,AMAR RADIO CORPORATION,+917975477851,sales84@amarradio.com,AMAR RADIO CORPORATION,completed,Answered,"The call is at the very initial stage, with the sales agent introducing themselves and asking if the prospect has a minute. No actual conversation or engagement has occurred yet.",2026-05-07T04:59:38.357340Z,
16862,Vends Tech India Pvt. Ltd.,+919858585599,sales@vendsindia.com,Vends Tech India Pvt. Ltd.,completed,Answered,"The sales call has just begun with the agent introducing herself and asking if the prospect has a minute, but no further interaction or outcome is provided in the transcript.",2026-05-07T04:57:36.806091Z,
16863,Raj Electricals,+918484848418,sales@rajelectricals.co.in,Raj Electricals,completed,Answered,"The call was an initial cold outreach by Radhika from Procucev, attempting to get a minute of the prospect's time, but no actual conversation or engagement occurred beyond the introduction.",2026-05-07T04:54:38.522458Z,
16864,AMMAN ENTERPRISES,+918148677441,sales@ammanindia.com,AMMAN ENTERPRISES,completed,Answered,"The sales agent initiated the call with an introduction and a question to check the prospect's availability, but no response or engagement from the customer was recorded in this snippet.",2026-05-07T04:48:01.915375Z,
16865,Vishal Foundry,+919904088271,info@vishalfoundry.in,Vishal Foundry,completed,Answered,"The call just started with an introduction from Radhika of Procucev, Bangalore, asking if the prospect has a minute.",2026-05-07T04:43:10.166371Z,
16866,UNIMAC CONTROL SYSTEMS,+919825012198,info@unimacvalves.co.in,UNIMAC CONTROL SYSTEMS,completed,Answered,"The call transcript only contains the agent's opening statement, an introduction, and a request for a minute of the prospect's time. No interaction or outcome has occurred yet.",2026-05-07T04:42:18.869398Z,
16867,Suzuki Valves,+919824414148,info@suzukivalves.com,Suzuki Valves,completed,Answered,The sales assistant reached a voicemail system and was unable to connect with the intended user.,2026-05-07T04:40:09.232198Z,
16868,STAR SCIENTIFIC GLASS CO,+919825034494,info@starscientificindia.com,STAR SCIENTIFIC GLASS CO,completed,Answered,The call began with the sales agent introducing herself and checking for the prospect's availability. No further conversation or lead qualification occurred.,2026-05-06T13:23:27.382973Z,
16869,SRK Valves,+919898275888,info@srkvalves.com,SRK Valves,completed,Answered,"The call initiated with the agent's introduction and a request for the prospect's time, but the transcript ends before any meaningful interaction or outcome could be established.",2026-05-06T13:22:10.077012Z,
16870,Sigma Scientific Glass Pvt. Ltd.,+919879619121,info@sigmaglassindia.com,Sigma Scientific Glass Pvt. Ltd.,completed,Answered,"The call began with an introduction from Radhika at Procucev, Bangalore, and a request to the recipient for a minute of their time.",2026-05-06T13:20:42.666779Z,
16237,Modern Plastics Company,+917926441144,info@pvcpipe.in,Modern Plastics Company,completed,Interested,"The call was brief and unclear, possibly due to audio or communication issues. The user expressed a specific need for a 'full import of this BBC pipe body' and provided a number, but no further details were discussed or confirmed.",2026-05-06T13:17:22.786487Z,
16871,Meena cast Pvt Ltd,+919824234488,info@meenacast.com,Meena cast Pvt Ltd,completed,Answered,"The call transcript only includes the assistant's opening line, introducing herself and asking for a minute of the prospect's time. No interaction or response from the prospect is recorded yet.",2026-05-06T13:11:33.281077Z,
16872,Madhavendra Enterprise,+919925517928,info@madhaventerprise.in,Madhavendra Enterprise,completed,Answered,This is a very brief call opening where the agent introduces herself and asks for the prospect's availability. No interaction or outcome has occurred yet.,2026-05-06T13:05:14.569825Z,
16873,K-Tech Fluid Soluttions,+919913422970,info@ktechfluidcontrols.com,K-Tech Fluid Soluttions,completed,Answered,"The agent initiated the call and the user answered, but the interaction ended abruptly before any value proposition could be delivered.",2026-05-06T13:02:50.994220Z,
16874,ATAUFF HYDRAULIC STORE,+919737259888,info@atauffhydraulic.com,ATAUFF HYDRAULIC STORE,completed,Answered,"The sales agent initiated the call, introduced herself and her company, and asked for the prospect's availability, but the transcript ends before any response or further interaction could be recorded.",2026-05-06T12:47:18.055910Z,
16875,ARCELLOR CONTROLS INDIA,+916353949804,info@arcellorcontrols.com,ARCELLOR CONTROLS INDIA,completed,Answered,The call is an initial cold outreach where the agent has introduced herself and asked for the recipient's availability. No further conversation has occurred.,2026-05-06T12:45:02.411060Z,
16876,Apex Steel Co.,+919375411177,info@apexsteel.co.in,Apex Steel Co.,completed,Answered,"The call is an initial introduction from the sales assistant, Radhika, asking for a minute of the prospect's time. No actual conversation or lead interaction occurred beyond the opening.",2026-05-06T12:42:44.803349Z,
16877,Anjalee Industries,+919898255451,info@anjaleevalves.com,Anjalee Industries,completed,Answered,The call has just begun with the sales agent introducing themselves and asking if the prospect has a minute.,2026-05-06T12:40:35.334611Z,
16878,Process Equipment Corporation,+919427068316,info@anchorvalves.com,Process Equipment Corporation,completed,Answered,"The call was largely ineffective due to significant miscommunication and a potential language barrier, preventing the assistant from conveying her purpose and the user from understanding.",2026-05-06T12:36:37.233484Z,
